"trait"	"comp"	"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"mean_abu1"	"mean_abu2"	"log_fold_diff"	"q"	"status"
"g__CAG.127"	"human"	2.47900544939323	0.671073480760986	3.69408942606714	0.0003126583239801	1.52213757301597	3.86311757325254	0.927395890319144	0.179465877964577	"other"
"g__CAG.127"	"indus"	-0.270299837931798	0.846760965142942	-0.31921622400977	0.750025155318294	4.00114302240921	3.7308431844774	-0.0697652072849111	1	"other"
"g__CAG.170"	"human"	1.74224849350819	0.684739130227066	2.54439744509774	0.012000600360922	4.74886212650347	6.39433917307382	0.29696716581044	1	"other"
"g__CAG.170"	"indus"	-0.189510750253267	0.864004290744306	-0.219340056853203	0.826695760841091	6.49111062001166	6.30159986975839	-0.0295838373789738	1	"other"
"g__CAG.177"	"human"	3.12116602643094	0.764258690495319	4.08391303265142	7.31747273365857e-05	2.58614946729026	4.76820977476249	0.610036579061229	0.0420022934912002	"Human"
"g__CAG.177"	"indus"	-1.83908203296078	0.964342124872594	-1.90708461813151	0.058501058940423	5.7073154937212	3.8682334607604	-0.388119619608314	1	"Human"
"g__CAG.1782"	"human"	0.642107785689907	0.359657135594253	1.78533309127585	0.0763122511422444	0.448936592958059	0.533915334231982	0.169881540325965	1	"other"
"g__CAG.1782"	"indus"	-1.09104437864796	0.453815613322982	-2.40415787076823	0.0174811733140726	1.09104437864796	0	-4.70142935049847	1	"other"
"g__CAG.269"	"human"	-0.405261865254746	0.743381437623819	-0.545160054776381	0.586486820671894	3.16779302194699	3.5304106997659	0.108055799705002	1	"other"
"g__CAG.269"	"indus"	1.5037641051859	0.937999193289367	1.60316140562181	0.111090227650614	2.76253115669225	4.26629526187815	0.433326363792424	1	"other"
"g__CAG.349"	"human"	3.09366292673758	0.396798793666256	7.79655325600518	1.16791370795597e-12	0.0601471769404654	1.93353212408681	3.32166671659081	6.70382468366726e-10	"Human_AFR"
"g__CAG.349"	"indus"	-2.38971104336614	0.500680982224753	-4.77292153727824	4.41322229273433e-06	3.15381010367804	0.764099060311888	-1.40783245898609	0.0025331895960295	"Human_AFR"
"g__CAG.390"	"human"	3.05269159043493	0.406352695618158	7.51241870265206	5.61958888201401e-12	0.062457773037762	2.34129558707228	3.47971781755084	3.22564401827604e-09	"Human"
"g__CAG.390"	"indus"	-1.51546364545079	0.512736102073178	-2.95564060990287	0.0036467628091476	3.11514936347269	1.59968571802189	-0.663443124613839	1	"Human"
"g__CAG.448"	"human"	3.2689261531024	0.530703254552401	6.159612033771	6.90081780910042e-09	0.84808681715026	2.5231123656446	1.08249872985554	3.96106942242364e-06	"Human_AFR"
"g__CAG.448"	"indus"	-3.1213886840241	0.669641720187934	-4.66128168231227	7.09568270698391e-06	4.11701297025265	0.995624286228546	-1.4119453645601	0.00407292187380877	"Human_AFR"
"g__CAG.475"	"human"	-0.110466109159906	0.687863056263161	-0.160593170623259	0.872638903129132	1.91426604038931	1.28449058032883	-0.396427373818983	1	"other"
"g__CAG.475"	"indus"	-1.01698081218029	0.867946062698041	-1.17170969013785	0.24324864549379	1.8037999312294	0.786819119049109	-0.822551632325194	1	"other"
"g__CAG.488"	"human"	-1.31250404979108	0.65002345654135	-2.01916413412934	0.0453259012607121	5.52554135866589	2.50664465798963	-0.788262838436661	1	"Human_AFR"
"g__CAG.488"	"indus"	-3.34168560798348	0.820200030557524	-4.07423248413194	7.59558747784884e-05	4.21303730887481	0.871351700891338	-1.56685313684536	0.0435986721228523	"Human_AFR"
"g__CAG.510"	"human"	-0.0636273461952126	0.641839809207624	-0.0991327513227374	0.921170736825669	3.4615039588947	1.66279068281038	-0.730094618309488	1	"Human_AFR"
"g__CAG.510"	"indus"	-3.39787661269948	0.809873898899278	-4.19556256513221	4.73790197263457e-05	3.39787661269947	0	-5.83125958910592	0.0271955573229224	"Human_AFR"
"g__CAG.568"	"human"	4.29333591021876	0.463084300266441	9.27117569684081	2.48139516834184e-16	0.102223308449152	2.34137548573815	3.04226503728727	1.42432082662822e-13	"Human_AFR"
"g__CAG.568"	"indus"	-4.02277647698742	0.584320078617168	-6.884542606353	1.65677731285574e-10	4.3955592186679	0.372782741680466	-2.44315490706895	9.50990177579194e-08	"Human_AFR"
"g__CAG.632"	"human"	0.95162132773503	0.548345618760785	1.73544074243834	0.0848020458032815	1.08335190072154	1.19383384926561	0.0962632224640614	1	"other"
"g__CAG.632"	"indus"	-1.64723128424895	0.691902867100719	-2.38072620099314	0.0185871167410693	2.03497322845656	0.387741944207613	-1.63733656356551	1	"other"
"g__CAG.724"	"human"	1.66212642084053	0.360404169837764	4.61184015043094	8.73567924085862e-06	0.312485063976402	1.0520843545182	1.1919318066021	0.00501427988425285	"Human"
"g__CAG.724"	"indus"	-1.80661563016834	0.454758221629173	-3.97269481725065	0.000111906445654003	1.97461148481692	0.167995854648582	-2.41141818690172	0.0642342998053975	"Human"
"g__CAG.791"	"human"	-4.85411816515276	0.439960987977536	-11.0330649712074	6.77060391252672e-21	8.12524192941045	1.60076269314738	-1.61949769027688	3.88632664579034e-18	"Human_AFR"
"g__CAG.791"	"indus"	-3.2711237642577	0.555143067764567	-5.89239775150171	2.58105147235149e-08	3.2711237642577	0	-5.79335616076055	1.48152354512976e-05	"Human_AFR"
"g__CAG.83"	"human"	1.27010441842526	0.595469190127101	2.13294732873444	0.0346246287895163	7.18160058307294	7.61274520528152	0.0582228086327264	1	"other"
"g__CAG.83"	"indus"	-1.64296293425765	0.751363420847941	-2.18664216099781	0.0303832169647836	8.45170500149819	6.80874206724053	-0.215875682908306	1	"other"
"g__CAG.873"	"human"	2.43945070441868	0.405583317341835	6.01467220201922	1.41702669424655e-08	0.0662492664182366	1.57150326774618	3.03212331427894	8.13373322497518e-06	"Human"
"g__CAG.873"	"indus"	-1.82946854355267	0.511765300051496	-3.57481944041259	0.00047748380721499	2.5056999708369	0.676231427284228	-1.29909143384387	0.274075705341404	"Human"
"g__CAG.95"	"human"	0.331731106712042	0.618771107374634	0.536112793177326	0.592707770857659	5.41667972624299	4.95303746038701	-0.0893095339503045	1	"other"
"g__CAG.95"	"indus"	-1.5576061879457	0.780765795556337	-1.99497236791197	0.047933051659248	5.74841083295503	4.19080464500933	-0.315385450499903	1	"other"
"g__Catenibacterium"	"human"	3.1767401372757	0.32028461606951	9.9184911728207	5.39932920528032e-18	0	1.92085235721423	5.26313172727477	3.0992149638309e-15	"Human_AFR"
"g__Catenibacterium"	"indus"	-2.45944690262033	0.40413534195378	-6.08570111866538	9.97128595168181e-09	3.17674013727567	0.717293234655345	-1.47742402762485	5.72351813626536e-06	"Human_AFR"
"g__Collinsella"	"human"	-3.55606352845988	0.502011941659853	-7.08362338294606	5.74689981628783e-11	7.12147715251373	2.45094309062997	-1.06397374058269	3.29872049454922e-08	"NHP"
"g__Collinsella"	"indus"	-2.18250479462176	0.633439002463844	-3.44548533660324	0.000747168180723891	3.56541362405384	1.38290882943209	-0.942686624913226	0.428874535735514	"NHP"
"g__Coprococcus"	"human"	5.16942751257652	0.490576918898324	10.5374454309538	1.33466395403278e-19	0.346633101281206	5.74668078030133	2.78140880837023	7.66097109614817e-17	"Human"
"g__Coprococcus"	"indus"	0.451631159285416	0.619010283124491	0.729602030205025	0.466818619116186	5.51606061385772	5.96769177314313	0.0785593070458752	1	"Human"
"g__Copromonas"	"human"	-0.562683999636697	0.634203750743899	-0.887229063178336	0.376435023200818	3.66382518732884	4.71772783967779	0.252211310287108	1	"other"
"g__Copromonas"	"indus"	3.1658155268052	0.800238715242043	3.9560889350969	0.000119149962270614	3.10114118769215	6.26695671449735	0.701895663156708	0.0683920783433323	"other"
"g__Cryptobacteroides"	"human"	-0.164652718146327	0.655224494290595	-0.251292067956945	0.80194655153055	8.26480959194577	5.11330235197638	-0.479416689206875	1	"Human_AFR"
"g__Cryptobacteroides"	"indus"	-5.84925677190346	0.826762703454836	-7.07489192178223	6.02179245016069e-11	8.10015687379943	2.25090010189595	-1.27735420202652	3.45650886639223e-08	"Human_AFR"
"g__Desulfovibrio"	"human"	-2.63744620233623	0.616959556805548	-4.27490938951043	3.46170162372538e-05	6.31690383656832	2.56446289184909	-0.8991700644816	0.0198701673201837	"NHP"
"g__Desulfovibrio"	"indus"	-2.18353137050005	0.778479979841276	-2.8048651565134	0.00572957046535774	3.67945763423209	1.49592626373205	-0.896071298142773	1	"NHP"
"g__Dialister"	"human"	-1.59716747744254	0.757835229635476	-2.10753923146432	0.0368037381437542	7.26726511977492	5.18732846300832	-0.336610384811028	1	"other"
"g__Dialister"	"indus"	-0.945422976176306	0.95623699767986	-0.988691065572873	0.324472693381986	5.67009764233238	4.72467466615609	-0.182055407168431	1	"other"
"g__Duodenibacillus"	"human"	-0.417221912803382	0.760482986594318	-0.548627543492897	0.584110688429459	4.73782370193346	2.71957269857218	-0.553541268764807	1	"other"
"g__Duodenibacillus"	"indus"	-3.13534863567586	0.959577939174658	-3.26742467461539	0.00135698654206726	4.32060178913008	1.1852531534542	-1.28734850683828	0.778910275146608	"other"
"g__Dysosmobacter"	"human"	2.81536648333268	0.560661953631823	5.02150442899765	1.49348806474659e-06	4.32331572814908	7.48398605229652	0.547767833136674	0.000857262149164544	"Human"
"g__Dysosmobacter"	"indus"	0.676220021595596	0.707443626647047	0.955864179313571	0.340742804315716	7.13868221148175	7.81490223307734	0.090383208539751	1	"Human"
"g__ER4"	"human"	1.50831759371664	0.640881136956214	2.35350598845865	0.0199491718148009	6.60024916842258	7.31926824160193	0.103254331471731	1	"other"
"g__ER4"	"indus"	-1.54570960271885	0.80866424561371	-1.91143556933914	0.057935296057503	8.10856676213922	6.56285715942036	-0.211205013836653	1	"other"
"g__Escherichia"	"human"	4.81733440480411	0.665343363595991	7.240373419775	2.47324272504143e-11	0.942692501470757	4.74120196265389	1.60686072192472	1.41964132417378e-08	"Human"
"g__Escherichia"	"indus"	-1.99519884792435	0.839530699486323	-2.3765644891189	0.0187898870955888	5.76002690627483	3.7648280583505	-0.42432190943484	1	"Human"
"g__Eubacterium_R"	"human"	0.604482142750114	0.676609229939058	0.89339919705878	0.373134089933766	6.21925685074815	5.23900027231722	-0.171219405940081	1	"other"
"g__Eubacterium_R"	"indus"	-3.10344666231284	0.853745977144157	-3.63509374614461	0.000385985735309154	6.82373899349825	3.7202923311854	-0.605385357059729	0.221555812067454	"other"
"g__Faecalibacterium"	"human"	4.45764572540099	0.652659157184151	6.82997499741392	2.20922914099321e-10	3.85989123772762	8.7255837474062	0.814178367205189	1.2680975269301e-07	"Human"
"g__Faecalibacterium"	"indus"	0.799091619210313	0.823525759384708	0.970329841057248	0.333509118224779	8.31753696312859	9.11662858233891	0.0916286285623378	1	"Human"
"g__Faecousia"	"human"	2.82654660267438	0.690999238296085	4.09052057661348	7.13326008885307e-05	3.60616829342628	6.1308023257222	0.529540422793387	0.0409449129100166	"Human"
"g__Faecousia"	"indus"	-0.591245450324457	0.871903299276741	-0.678108972422636	0.498790799750165	6.43271489610065	5.84146944577618	-0.0962572019853674	1	"Human"
"g__Fimenecus"	"human"	-0.845908601284899	0.773678350929705	-1.09335953406011	0.276061639246452	5.32068984565793	3.50652694271507	-0.416006818220248	1	"other"
"g__Fimenecus"	"indus"	-1.89616467408017	0.976227858684776	-1.94233821255089	0.0540477657179105	4.47478124437303	2.57861657029285	-0.549566129114206	1	"other"
"g__Fimimonas"	"human"	1.79035942532754	0.369808415249065	4.84131607476195	3.28723649846743e-06	0.30815665093199	1.11935906150685	1.26686167410013	0.00188687375012031	"Human_AFR"
"g__Fimimonas"	"indus"	-1.9175158205573	0.466624504754956	-4.10933373840765	6.63272768735211e-05	2.09851607625952	0.181000255702208	-2.4014649308574	0.0380718569254011	"Human_AFR"
"g__Gemmiger"	"human"	1.92573668455295	0.615783609462595	3.127294482933	0.00213516297356887	4.82200226131766	7.13680509768358	0.391404488738261	1	"other"
"g__Gemmiger"	"indus"	0.761921213967097	0.776996168700435	0.980598418189691	0.328435431714527	6.7477389458706	7.5096601598377	0.106832586787087	1	"other"
"g__HGM10836"	"human"	2.65841841331925	0.31240002331859	8.5096613792764	2.0678169531671e-14	0.0449040760507368	1.46506285322855	3.2908682894606	1.18692693111792e-11	"Human_AFR"
"g__HGM10836"	"indus"	-2.42492512077697	0.394186557567371	-6.15171946943554	7.17826951916758e-09	2.70332248936998	0.278397368593005	-2.24158989256203	4.12032670400219e-06	"Human_AFR"
"g__Holdemanella"	"human"	-2.83603561391913	0.584619702816713	-4.85107771813889	3.15120246493212e-06	5.37507109974894	2.22622575239515	-0.878841001011078	0.00180879021487104	"NHP"
"g__Holdemanella"	"indus"	-0.612585727976217	0.737673530530964	-0.830429319505729	0.407670781654769	2.53903548582981	1.9264497578536	-0.274858771953345	1	"NHP"
"g__Lachnospira"	"human"	0.803655662836894	0.701537684738467	1.14556306855632	0.25387623421715	3.89117195326509	6.00762023992263	0.433414863351114	1	"other"
"g__Lachnospira"	"indus"	2.57088555498208	0.885200718019231	2.90429673479572	0.00426156424480616	4.69482761610199	7.26571317108407	0.435952704724352	1	"other"
"g__Limisoma"	"human"	0.896650268651856	0.745742367719439	1.20235929654085	0.231197745660455	4.86875698406263	3.53820736197479	-0.318447963548712	1	"Human_AFR"
"g__Limisoma"	"indus"	-4.36159978603188	0.940978216457046	-4.63517614940556	7.92053199119749e-06	5.76540725271448	1.40380746668258	-1.40732237784492	0.00454638536294736	"Human_AFR"
"g__Limivicinus"	"human"	-1.12723779734351	0.678870911012241	-1.66045971193952	0.0989979711510873	5.69279761442676	3.53995092820931	-0.474023083629294	1	"other"
"g__Limivicinus"	"indus"	-2.00848407404479	0.856599767829199	-2.34471704228301	0.020407381120164	4.56555981708325	2.55707574303845	-0.577961647734943	1	"other"
"g__Mediterraneibacter"	"human"	3.49527712059038	0.345393566621468	10.1196937591516	1.6274403018518e-18	0	4.72073123033635	6.15924997069494	9.34150733262934e-16	"Human_EUR"
"g__Mediterraneibacter"	"indus"	2.39984763158587	0.435817832489679	5.50653840361776	1.63458647434624e-07	3.49527712059037	5.89512475217625	0.521550994235398	9.38252636274744e-05	"Human_EUR"
"g__Megasphaera"	"human"	1.52643392979421	0.452264236845576	3.3750931544813	0.000948561297535528	0.30249735595148	1.33303503516755	1.45809127524072	0.544474184785393	"other"
"g__Megasphaera"	"indus"	-0.971130157382184	0.570667315383594	-1.70174483662062	0.0909612582305891	1.82893128574568	0.8578011283635	-0.750977285274775	1	"other"
"g__Merdousia"	"human"	1.5248991010373	0.412540559524143	3.69636164452834	0.000310116370366234	0.339438126419273	1.41586778326426	1.40620936663144	0.178006796590218	"other"
"g__Merdousia"	"indus"	-0.878252661543271	0.520543952872561	-1.68718252646436	0.0937332757028926	1.86433722745657	0.986084565913297	-0.632178237710597	1	"other"
"g__Parabacteroides"	"human"	-0.0137315292912641	0.649061113026323	-0.02115598826625	0.983150509194272	5.74584145563977	6.6732793366643	0.149393541294408	1	"other"
"g__Parabacteroides"	"indus"	1.84312342853509	0.818985744869077	2.25049512776285	0.0259328310757923	5.73210992634851	7.5752333548836	0.278376651861264	1	"other"
"g__Parolsenella"	"human"	-4.3585280548839	0.396871044679267	-10.9822273842282	9.19737783687636e-21	6.63732844443374	1.3156859712413	-1.6122849966556	5.27929487836703e-18	"NHP"
"g__Parolsenella"	"indus"	-1.88609906918759	0.500772148601108	-3.76638172561383	0.000240718570333117	2.27880038954985	0.392701320362268	-1.7375879653082	0.138172459371209	"NHP"
"g__Phascolarctobacterium_A"	"human"	1.2836721008918	0.745922501626631	1.720918859657	0.0874133625333376	5.52188399534043	4.26255409571277	-0.258316646532515	1	"Human_AFR"
"g__Phascolarctobacterium_A"	"indus"	-4.98004558435057	0.941205509541159	-5.29113518128295	4.43421881402313e-07	6.80555609623222	1.82551051188163	-1.31188500975597	0.000254524159924928	"Human_AFR"
"g__Phil1"	"human"	2.10457901797806	0.590591019817928	3.56351340835977	0.000496780059028047	1.02631180688499	2.42420638429662	0.853952712753242	0.285151753882099	"other"
"g__Phil1"	"indus"	-1.38392369610924	0.74520814230163	-1.85709685328302	0.06534018143663	3.13089082486305	1.74696712875378	-0.580917361574372	1	"other"
"g__Phocaeicola"	"human"	2.43502900699892	0.706390026453293	3.44714522545701	0.000742943144377921	3.22687272249889	7.22075073676361	0.803735212538875	0.426449364872927	"other"
"g__Phocaeicola"	"indus"	3.0527459725622	0.891323406027987	3.42495883303029	0.000801313579036671	5.6619017294978	8.71464770206	0.43062762575308	0.459953994367049	"other"
"g__Prevotella"	"human"	0.494265143482654	0.485272063809291	1.01853203665336	0.310133371287075	10.4671843511701	8.38210938589675	-0.221908068460028	1	"Human_AFR"
"g__Prevotella"	"indus"	-5.05120771298045	0.612316613438662	-8.24933964246659	9.14174470014338e-14	10.9614494946527	5.91024178167227	-0.616919108600579	5.2473614578823e-11	"Human_AFR"
"g__Roseburia"	"human"	1.3141025428628	0.632941931406652	2.07618183858089	0.0396549191133603	4.42230836302255	6.72364157375364	0.418195569452592	1	"other"
"g__Roseburia"	"indus"	1.9333267245754	0.798646550761587	2.42075386506307	0.0167335295789617	5.73641090588535	7.66973763046075	0.290009914235005	1	"other"
"g__RUG115"	"human"	3.33177578110088	0.505666503081094	6.5888797474223	7.77481397651007e-10	0.188448656652109	3.9645500296888	2.99713641059713	4.46274322251678e-07	"Human"
"g__RUG115"	"indus"	0.870137617540979	0.638050330500106	1.36374448213037	0.174776027258141	3.52022443775299	4.39036205529396	0.220325373808973	1	"Human"
"g__Ruminiclostridium_E"	"human"	1.2513833104663	0.544998687002686	2.29612169773931	0.0231120906971522	0.616302572906759	3.02881259166614	1.57938852562268	1	"other"
"g__Ruminiclostridium_E"	"indus"	2.27387313707393	0.687679706378377	3.30658752320778	0.00119243931277136	1.86768588337306	4.141559020447	0.793443825728152	0.684460165530762	"other"
"g__Ruminococcus_C"	"human"	2.39893900640983	0.668977651090713	3.5859778013489	0.000459133862872953	2.36473201207191	4.08811721032899	0.545643057147244	0.263542837289075	"other"
"g__Ruminococcus_C"	"indus"	-1.32295954096577	0.844116445868594	-1.56727137285478	0.11924615136101	4.76367101848172	3.44071147751596	-0.324535179308792	1	"other"
"g__Ruminococcus_E"	"human"	2.84913360666744	0.759192128188717	3.75284924708705	0.000252863885852359	1.6595629635811	5.02787247944183	1.10442197214246	0.145143870479254	"other"
"g__Ruminococcus_E"	"indus"	1.01671948883688	0.957949133178405	1.06135018407864	0.290307604288131	4.50869657024853	5.52541605908541	0.202943149251711	1	"other"
"g__SFEL01"	"human"	1.27481652057813	0.648704080698344	1.9651741965393	0.0513184124212132	1.56858655753564	2.57023865339881	0.491352033151159	1	"other"
"g__SFEL01"	"indus"	-0.534946998400124	0.818535241239752	-0.653541804247664	0.514449261409887	2.84340307811377	2.30845607971364	-0.207610863186838	1	"other"
"g__Sodaliphilus"	"human"	-1.47389363684034	0.60936117413147	-2.4187521283106	0.0168221770436391	6.45253995246727	3.00994749401572	-0.760782976867274	1	"Human_AFR"
"g__Sodaliphilus"	"indus"	-3.85536852565526	0.76889233552052	-5.01418514341839	1.54267824475646e-06	4.97864631562691	1.12327778997166	-1.48205046062253	0.00088549731249021	"Human_AFR"
"g__Stercorousia"	"human"	1.50026065269047	0.343470397461361	4.3679474673192	2.38366997478464e-05	0	1.08652890899123	4.69731983930543	0.0136822656552638	"Human"
"g__Stercorousia"	"indus"	-0.810224664744347	0.433391176362099	-1.86949967820158	0.0635839740347097	1.50026065269047	0.690035987946121	-0.76890578751457	1	"Human"
"g__Succinivibrio"	"human"	2.86631442822009	0.700552345519963	4.09150643281718	7.10615817082461e-05	3.85641087310577	3.28984429639349	-0.158451369300619	0.0407893479005333	"Human_AFR"
"g__Succinivibrio"	"indus"	-6.72272530132583	0.883957416336816	-7.60525923204004	3.3717845213494e-12	6.72272530132584	0	-6.5121501958664	1.93540431525456e-09	"Human_AFR"
"g__Sutterella"	"human"	3.5988068588882	0.478497000122852	7.52106462102003	5.35909085738172e-12	0.07974253614157	3.79771725855928	3.74784028268457	3.0761181521371e-09	"Human"
"g__Sutterella"	"indus"	0.233370399411988	0.603767833565065	0.386523405915825	0.699679621996814	3.67854939502976	3.91191979444174	0.0613480145139776	1	"Human"
"g__Treponema_D"	"human"	-3.64600353088415	0.630369113269033	-5.7839184283258	4.3683025865506e-08	6.12345154263668	1.212368175964	-1.61296754398672	2.50740568468005e-05	"NHP"
"g__Treponema_D"	"indus"	-2.47744801175253	0.795400167121338	-3.11471899826065	0.00222222433873221	2.47744801175252	0	-5.51642747602232	1	"NHP"
"g__UBA10281"	"human"	4.18858844690019	0.588401438604261	7.11858974518466	4.76495721786533e-11	1.70935687073286	3.14847488476074	0.608138971151882	2.7350854430547e-08	"Human_AFR"
"g__UBA10281"	"indus"	-5.38437959770821	0.742445327267364	-7.25222369911856	2.31975805578901e-11	5.89794531763301	0.513565719924803	-2.42339082603609	1.33154112402289e-08	"Human_AFR"
"g__UBA10677"	"human"	2.60515785411206	0.434036559546505	6.00216225295402	1.50715363587641e-08	0.429921771324289	1.69737764448906	1.35611701252376	8.65106186993061e-06	"Human_AFR"
"g__UBA10677"	"indus"	-2.6196663793551	0.547667620023001	-4.78331433807438	4.22078980095925e-06	3.03507962543633	0.415413246081247	-1.96822128914563	0.00242273334575061	"Human_AFR"
"g__UBA1259"	"human"	1.00818926014622	0.49269279946507	2.04628373144654	0.0425477670855402	1.04882869344128	1.00662580707473	-0.0406741795860239	1	"other"
"g__UBA1259"	"indus"	-2.0570179535875	0.621680102633367	-3.30880455217112	0.00118370541596294	2.0570179535875	0	-5.33127715246882	0.679446908762726	"other"
"g__UBA1436"	"human"	2.04112625084075	0.437385640269156	4.66665126359587	6.93662915486328e-06	0.330910079524985	1.16078373613642	1.23380991737959	0.00398162513489152	"Human_AFR"
"g__UBA1436"	"indus"	-2.37203633036571	0.551893492310247	-4.29799655806101	3.157200551182e-05	2.37203633036572	0	-5.47312590884759	0.0181223311637847	"Human_AFR"
"g__UBA1740"	"human"	1.79330198976118	0.467486533916512	3.83605058040335	0.000186460494641795	0.687514952285456	1.21401680142708	0.562369239200021	0.10702832392439	"Human_AFR"
"g__UBA1740"	"indus"	-2.48081694204662	0.58987481996992	-4.20566679244442	4.55331631940269e-05	2.48081694204663	0	-5.51778093183058	0.0261360356733715	"Human_AFR"
"g__UBA1829"	"human"	1.79755930609275	0.354468373737745	5.07114157220324	1.19788650542592e-06	0.16154360983248	1.15473032915807	1.9154073430687	0.000687586854114477	"Human"
"g__UBA1829"	"indus"	-1.57522964908568	0.447268430155304	-3.52188874260301	0.000574339723491952	1.95910291592523	0.383873266839532	-1.60930414560436	0.32967100128438	"Human"
"g__UBA4372"	"human"	1.83987386277063	0.637662278759166	2.88534216944879	0.00451157048440461	2.28592105374235	2.01900602297443	-0.123588064323573	1	"Human_AFR"
"g__UBA4372"	"indus"	-4.12579491651295	0.804602688196034	-5.1277418992512	9.29967764006207e-07	4.12579491651296	0	-6.02484973698248	0.000533801496539563	"Human_AFR"
"g__UBA5905"	"human"	2.94358641744384	0.484678518513727	6.07327600668251	1.0605247497749e-08	0.930427158974962	1.89579387782196	0.706319738030227	6.08741206370793e-06	"Human_AFR"
"g__UBA5905"	"indus"	-3.87401357641878	0.611567677589255	-6.33456233607667	2.86053423742626e-09	3.87401357641878	0	-5.96203923188448	1.64194665228267e-06	"Human_AFR"
