"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K00303"	-10.3122102968747	8	-3.64591691497092	0.000266440058251204	1	"soxB"	"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]"
"ko:K07149"	-18.1582955384648	25	-3.63165910769296	0.000281604952158133	1	"K07149"	"K07149; uncharacterized protein"
"ko:K02669"	-13.1920679390257	14	-3.52572846077708	0.000422319741051111	1	"pilT"	"pilT; twitching motility protein PilT"
"ko:K09960"	-10.5750811708443	9	-3.52502705694811	0.000423439539269603	1	"K09960"	"K09960; uncharacterized protein"
"ko:K14982"	-14.0919669898699	16	-3.52299174746747	0.000426704646648579	1	"ciaH"	"ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"
"ko:K05989"	-15.5779673739568	20	-3.48333939994412	0.000495200133848753	1	"ramA"	"ramA; alpha-L-rhamnosidase [EC:3.2.1.40]"
"ko:K07005"	-17.6595598556929	26	-3.46332462713992	0.00053354426919756	1	"K07005"	"K07005; uncharacterized protein"
"ko:K20627"	-9.11731612589622	7	-3.44602158478289	0.00056890491636472	1	"lcdB"	"lcdB; lactoyl-CoA dehydratase subunit beta [EC:4.2.1.54]"
"ko:K01143"	-7.70113784861849	5	-3.44405354672148	0.000573062195906935	1	"exo"	"exo; Enterobacteriaceae phage exonuclease [EC:3.1.11.3]"
"ko:K00380"	-7.67386896553114	5	-3.43185853147072	0.000599460173163597	1	"cysJ"	"cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"
"ko:K01139"	-13.7132396620581	16	-3.42830991551453	0.000607351689813951	1	"spoT"	"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"
"ko:K07016"	-14.544754259094	18	-3.42823145576577	0.000607527258391308	1	"csm1, cas10"	"csm1, cas10; CRISPR-associated protein Csm1"
"ko:K07451"	-19.3736169839611	32	-3.42480398636744	0.00061524313066601	1	"mcrA"	"mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]"
"ko:K00002"	-8.35923487571214	6	-3.41264334759538	0.000643360806997161	1	"AKR1A1, adh"	"AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"ko:K13640"	-11.6010014971749	12	-3.3489206686316	0.000811270210661204	1	"hspR"	"hspR; MerR family transcriptional regulator, heat shock protein HspR"
"ko:K10010"	-13.3946715764124	16	-3.34866789410309	0.000812010654866682	1	"tcyC, yecC"	"tcyC, yecC; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K13075"	-13.8017825202053	17	-3.34742395015352	0.000815663643999463	1	"ahlD, aiiA, attM, blcC"	"ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"
"ko:K00030"	-11.5058871727919	12	-3.32146352823843	0.000895466848255902	1	"IDH3"	"IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"ko:K21449"	-17.5315702504145	28	-3.31315535536107	0.000922497229045769	1	"ata, sadA, emaA"	"ata, sadA, emaA; trimeric autotransporter adhesin"
"ko:K00302"	-9.81511737585325	9	-3.27170579195108	0.00106900756598321	1	"soxA"	"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]"
"ko:K01537"	-10.7925429828832	11	-3.25407414618243	0.0011376258301111	1	"ATP2C"	"ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]"
"ko:K06877"	-14.0855197020508	19	-3.23143983939424	0.00123168248672398	1	"K06877"	"K06877; DEAD/DEAH box helicase domain-containing protein"
"ko:K15781"	-7.91095427792228	6	-3.22963355989956	0.00123948972062609	1	"serB-plsC"	"serB-plsC; putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]"
"ko:K02809"	-10.6065931814106	11	-3.19800817151646	0.00138380359097865	1	NA	NA
"ko:K02810"	-10.6065931814106	11	-3.19800817151646	0.00138380359097865	1	"scrA, sacP, sacX, ptsS"	"scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]"
"ko:K01207"	-14.2951274879885	20	-3.19648768101681	0.00139111766648821	1	"nagZ"	"nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]"
"ko:K09697"	-10.1027000951563	10	-3.19475428182936	0.00139949938259995	1	"natA"	"natA; sodium transport system ATP-binding protein [EC:7.2.2.4]"
"ko:K16928"	-7.82060355312773	6	-3.19274803096001	0.0014092585782684	1	"mtaT"	"mtaT; energy-coupling factor transport system substrate-specific component"
"ko:K19244"	-10.5862609569468	11	-3.19187777518011	0.00141351132587686	1	"ala"	"ala; alanine dehydrogenase [EC:1.4.1.1]"
"ko:K03300"	-7.10464795116591	5	-3.17729515500232	0.00148655663105457	1	"TC.CITMHS"	"TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family"
"ko:K07088"	-12.2289474913967	15	-3.15750066505495	0.00159127873729852	1	NA	NA
"ko:K13735"	-17.7857487021026	32	-3.14410587893415	0.0016659515126255	1	"yeeJ"	"yeeJ; adhesin/invasin"
"ko:K11054"	-7.02715543515159	5	-3.14263944829122	0.00167431938942937	1	"cylI"	"cylI; CylI protein"
"ko:K03780"	-10.7506337629176	12	-3.10344064848977	0.001912845978933	1	"ttdB"	"ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]"
"ko:K07640"	-11.0480940564154	13	-3.0641899705042	0.00218260266217127	1	"cpxA"	"cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]"
"ko:K03779"	-9.68299181312721	10	-3.06203086942455	0.00219840779579837	1	"ttdA"	"ttdA; L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]"
"ko:K16701"	-6.79714992284527	5	-3.03977785614789	0.0023675270393142	1	"amsD"	"amsD; amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]"
"ko:K09792"	-9.0925536973587	9	-3.0308512324529	0.00243865370003969	1	"K09792"	"K09792; uncharacterized protein"
"ko:K00020"	-8.504287440399	8	-3.00671965913286	0.00264083181423481	1	"HIBADH, mmsB"	"HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
"ko:K03573"	-10.3608051733882	12	-2.99090682793847	0.00278150346754083	1	"mutH"	"mutH; DNA mismatch repair protein MutH"
"ko:K18908"	-13.0067445909028	19	-2.98395185558893	0.00284551541289852	1	"mepA"	"mepA; multidrug efflux pump"
"ko:K02587"	-9.87681705255285	11	-2.97797238966379	0.00290162122110101	1	"nifE"	"nifE; nitrogenase molybdenum-cofactor synthesis protein NifE"
"ko:K02652"	-11.1320897747326	14	-2.97517613827562	0.00292820361313157	1	"pilB"	"pilB; type IV pilus assembly protein PilB"
"ko:K01218"	-16.5646391221051	31	-2.97509701249021	0.00292895904070692	1	"gmuG"	"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"ko:K09961"	-8.86814584489669	9	-2.95604861496556	0.0031160797074181	1	"K09961"	"K09961; uncharacterized protein"
"ko:K09681"	-11.018855424082	14	-2.94491298509361	0.00323045500526106	1	"gltC"	"gltC; LysR family transcriptional regulator, transcription activator of glutamate synthase operon"
"ko:K21681"	-12.4765843487544	18	-2.94075913301673	0.00327409017686695	1	"bcs1"	"bcs1; ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]"
"ko:K05800"	-7.74047371810165	7	-2.92562406970407	0.00343766068475346	1	"ybaO"	"ybaO; Lrp/AsnC family transcriptional regulator"
"ko:K06188"	-9.690620186525	11	-2.92183192223157	0.00347979271335926	1	"aqpZ"	"aqpZ; aquaporin Z"
"ko:K15922"	-8.23866023606567	8	-2.912806260407	0.00358196759931112	1	"yihQ"	"yihQ; sulfoquinovosidase [EC:3.2.1.199]"
"ko:K03292"	-11.2663210924423	15	-2.90895159760361	0.00362643000502039	1	"TC.GPH"	"TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family"
"ko:K01940"	-9.11172556514296	10	-2.88138062002367	0.00395937190538504	1	"argG, ASS1"	"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
"ko:K03801"	-10.7308637717892	14	-2.86794397844141	0.00413148681304793	1	"lipB"	"lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"ko:K02492"	-11.7288165500094	17	-2.84465585289302	0.00444594297348233	1	"hemA"	"hemA; glutamyl-tRNA reductase [EC:1.2.1.70]"
"ko:K05966"	-9.85009325000057	12	-2.84347699471537	0.0044624230760668	1	"citG"	"citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"ko:K04516"	-6.35775628085588	5	-2.843275045674	0.00446525181345192	1	"AROA1, aroA"	"AROA1, aroA; chorismate mutase [EC:5.4.99.5]"
"ko:K00823"	-9.39441195566096	11	-2.83252178026875	0.00461824198431126	1	"puuE"	"puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]"
"ko:K01897"	-9.29449140667	11	-2.80239460119154	0.00507247880046424	1	"ACSL, fadD"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"ko:K01628"	-11.7917300859093	18	-2.77933743522262	0.005446990987679	1	"fucA"	"fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"ko:K17249"	-6.18375521524443	5	-2.76545940350108	0.00568426798464147	1	"pglH"	"pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]"
"ko:K01739"	-12.355921546189	20	-2.76286805019329	0.00572959238296555	1	"metB"	"metB; cystathionine gamma-synthase [EC:2.5.1.48]"
"ko:K05363"	-6.16627249087389	5	-2.75764089147619	0.00582201178673185	1	"murM"	"murM; serine/alanine adding enzyme [EC:2.3.2.10]"
"ko:K00217"	-8.23910698054272	9	-2.74636899351424	0.00602589469428995	1	"E1.3.1.32"	"E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]"
"ko:K20959"	-8.2303027052928	9	-2.7434342350976	0.00608002255149475	1	"cdgM"	"cdgM; diguanylate cyclase [EC:2.7.7.65]"
"ko:K07003"	-10.6119457576228	15	-2.73999261267531	0.00614405653200342	1	"K07003"	"K07003; uncharacterized protein"
"ko:K19302"	-9.08708644110098	11	-2.73985965115072	0.00614654252169254	1	"bcrC"	"bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]"
"ko:K01155"	-15.4466010268341	32	-2.73059908308936	0.0063219326212178	1	"E3.1.21.4"	"E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]"
"ko:K14187"	-6.09380380477501	5	-2.72523190980476	0.0064256336006181	1	"tyrA"	"tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"ko:K06998"	-7.70239320201841	8	-2.72320723225619	0.00646514895599759	1	"phzF"	"phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
"ko:K03828"	-8.97303263706279	11	-2.70547113534096	0.00682075756698446	1	"yjgM"	"yjgM; putative acetyltransferase [EC:2.3.1.-]"
"ko:K06148"	-8.54703964147816	10	-2.70281125188199	0.00687557774285902	1	"ABCC-BAC"	"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial"
"ko:K07339"	-12.6360454150699	22	-2.69401393439494	0.00705972132011377	1	"hicA"	"hicA; mRNA interferase HicA [EC:3.1.-.-]"
"ko:K13930"	-9.33105178063831	12	-2.69364262868693	0.00706758991111442	1	"mdcB"	"mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"ko:K21686"	-9.98965958890495	14	-2.6698488280131	0.00758854038235606	1	"prpR"	"prpR; XRE family transcriptional regulator, fatty acid utilization regulator"
"ko:K00694"	-9.24278671825144	12	-2.66816269992238	0.00762673152411219	1	"bcsA"	"bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]"
"ko:K09955"	-10.2800935941713	15	-2.65430875251193	0.00794710741769512	1	"K09955"	"K09955; uncharacterized protein"
"ko:K01160"	-12.4416604032238	22	-2.65257091062054	0.00798813470001053	1	"rusA"	"rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]"
"ko:K02066"	-6.98684701279825	7	-2.64077994918838	0.00827154241585193	1	"mlaE, linK"	"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein"
"ko:K02808"	-8.75243745383531	11	-2.63895918503866	0.0083160992417329	1	NA	NA
"ko:K01209"	-10.4825941684795	16	-2.62064854211987	0.00877626872277327	1	"abfA"	"abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]"
"ko:K19070"	-5.85320531431847	5	-2.61763299381582	0.00885419776033818	1	"oorA"	"oorA; oxalate oxidoreductase subunit alpha [EC:1.2.7.10]"
"ko:K13927"	-9.03942419814307	12	-2.60945699705856	0.00906860433227868	1	"citXG"	"citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]"
"ko:K00571"	-10.0255853089039	15	-2.58859499582444	0.00963683622641304	1	"E2.1.1.72"	"E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]"
"ko:K12684"	-8.5690033156491	11	-2.58365171139268	0.00977604610227519	1	"esp, sigA, sepA"	"esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]"
"ko:K07250"	-7.27734718115071	8	-2.57293077042024	0.0100841376712082	1	"gabT"	"gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"ko:K04092"	-6.8064719033309	7	-2.57260456599457	0.0100936459815821	1	"tyrA1"	"tyrA1; chorismate mutase [EC:5.4.99.5]"
"ko:K09967"	-8.12884437632048	10	-2.57056629742236	0.0101532390812546	1	"K09967"	"K09967; uncharacterized protein"
"ko:K01153"	-9.25937714747238	13	-2.56808916031317	0.0102260849900102	1	"hsdR"	"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]"
"ko:K04652"	-9.57514499657058	14	-2.55906514327499	0.010495407210431	1	"hypB"	"hypB; hydrogenase nickel incorporation protein HypB"
"ko:K07289"	-9.51016483252104	14	-2.54169846393144	0.0110315297830164	1	"asmA"	"asmA; AsmA protein"
"ko:K04112"	-8.40590793327217	11	-2.53447660335778	0.0112615447095773	1	"bcrC, badD"	"bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]"
"ko:K02315"	-11.0345933568211	19	-2.53150933291834	0.0113572794945006	1	"dnaC"	"dnaC; DNA replication protein DnaC"
"ko:K11691"	-6.19671573730073	6	-2.52979860624354	0.0114128014237722	1	"K11691, dctS"	"K11691, dctS; two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]"
"ko:K11694"	-5.64602389699764	5	-2.524978647255	0.0115705319309111	1	"femA"	"femA; peptidoglycan pentaglycine glycine transferase (the second and third glycine) [EC:2.3.2.17]"
"ko:K11695"	-5.64602389699764	5	-2.524978647255	0.0115705319309111	1	"femB"	"femB; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine) [EC:2.3.2.18]"
"ko:K00712"	-12.5900643363237	25	-2.51801286726474	0.0118019009497055	1	"tagE"	"tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]"
"ko:K11693"	-6.16627249087389	6	-2.51737020293361	0.0118234524613203	1	"femX, fmhB"	"femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]"
"ko:K10681"	-9.40615355023162	14	-2.51390027945386	0.0119404191062298	1	"saeS"	"saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]"
"ko:K16139"	-9.71919718418508	15	-2.50948592219032	0.0120907034858758	1	"uidB, gusB"	"uidB, gusB; glucuronide carrier protein"
"ko:K00848"	-10.6050249733035	18	-2.49962835775853	0.0124323652193288	1	"rhaB"	"rhaB; rhamnulokinase [EC:2.7.1.5]"
"ko:K05776"	-5.5541979874881	5	-2.48391285210319	0.0129947605292633	1	"modF"	"modF; molybdate transport system ATP-binding protein"
"ko:K12554"	-6.56591892703032	7	-2.48168408707633	0.0130763147845149	1	"murN"	"murN; alanine adding enzyme [EC:2.3.2.-]"
"ko:K03698"	-7.42164841669213	9	-2.47388280556404	0.0133653531905579	1	"cbf, cbf1"	"cbf, cbf1; 3'-5' exoribonuclease [EC:3.1.-.-]"
"ko:K00284"	-9.89368143637835	16	-2.47342035909459	0.0133826628280373	1	"GLU, gltS"	"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]"
"ko:K01854"	-10.4740547823164	18	-2.46875838769844	0.0135582728250002	1	"glf"	"glf; UDP-galactopyranose mutase [EC:5.4.99.9]"
"ko:K05964"	-8.54155445046708	12	-2.46573438063751	0.0136732687045723	1	"citX"	"citX; holo-ACP synthase [EC:2.7.7.61]"
"ko:K07124"	-11.7754839028556	23	-2.45535812624246	0.0140744296198887	1	"K07124"	"K07124; uncharacterized protein"
"ko:K01750"	-10.403748713097	18	-2.45218708826391	0.0141990815131275	1	"E4.3.1.12, ocd"	"E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]"
"ko:K14669"	-5.47522263107527	5	-2.44859399900591	0.0143415003198875	1	"whiEV"	"whiEV; minimal PKS acyl carrier protein"
"ko:K18120"	-8.45985253690448	12	-2.44214906974317	0.0146001165524303	1	"4hbD, abfH"	"4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"
"ko:K03312"	-10.6361108529186	19	-2.44009117685096	0.014683555372094	1	"gltS"	"gltS; glutamate:Na+ symporter, ESS family"
"ko:K03811"	-9.45001874795114	15	-2.43998434881084	0.014687898248729	1	"pnuC"	"pnuC; nicotinamide mononucleotide transporter"
"ko:K00265"	-9.44713067488242	15	-2.43923865155099	0.0147182446011397	1	"gltB"	"gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]"
"ko:K16885"	-7.71205767116565	10	-2.43876676874573	0.0147374765373986	1	"qmoA"	"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
"ko:K00839"	-5.43937848935611	5	-2.43256401151008	0.0149923412322198	1	"pucG"	"pucG; (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]"
"ko:K00874"	-8.76327439337007	13	-2.43049501278895	0.0150782135657056	1	"kdgK"	"kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"
"ko:K02478"	-9.71875313860598	16	-2.4296882846515	0.0151118134559632	1	"K02478"	"K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]"
"ko:K07133"	-6.41687024780442	7	-2.42534898157999	0.0152936772751253	1	"K07133"	"K07133; uncharacterized protein"
"ko:K00996"	-8.70455134355878	13	-2.41420816916232	0.015769449879707	1	"rfbP"	"rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]"
"ko:K02022"	-10.2382869101569	18	-2.41318736730179	0.0158136878790731	1	"ABC.MR.TX"	"ABC.MR.TX; HlyD family secretion protein"
"ko:K07642"	-9.62382391918092	16	-2.40595597979523	0.0161302082176498	1	"baeS, smeS"	"baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]"
"ko:K14681"	-6.34143886228412	7	-2.39683859770345	0.0165372063833543	1	"argHA"	"argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]"
"ko:K10003"	-6.74295650487422	8	-2.38399513492125	0.0171258287753633	1	"gltJ, aatQ"	"gltJ, aatQ; glutamate/aspartate transport system permease protein"
"ko:K12057"	-6.2954837259413	7	-2.37946918881357	0.0173375923649339	1	"traF"	"traF; conjugal transfer pilus assembly protein TraF"
