"ogs"	"tax"	"HI_prev"	"LO_prev"	"pval"	"effect"	"Zscore"	"annot"
"ko:K01905"	"f__Bacteroidaceae"	0.961538461538461	0.108571428571429	8.09149589483023e-32	3.03451469635714	11.7384934642071	"acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]"
"ko:K09181"	"f__Bacteroidaceae"	0.961538461538461	0.108571428571429	8.09149589483023e-32	3.03451469635714	11.7384934642071	"yfiQ; acetyltransferase"
"ko:K22224"	"f__Bacteroidaceae"	0.961538461538461	0.108571428571429	8.09149589483023e-32	3.03451469635714	11.7384934642071	"acdB; acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]"
"ko:K00275"	"f__Bacteroidaceae"	0.75	0.0114285714285715	3.85284694577459e-30	5.14839183989267	11.4071178504878	"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
"ko:K07735"	"f__Bacteroidaceae"	0.961538461538462	0.131428571428571	9.45790982227942e-30	2.78019750762445	11.3287178060727	"algH; putative transcriptional regulator"
"ko:K00033"	"f__Bacteroidaceae"	0.846153846153846	0.0514285714285715	1.11172565022914e-29	3.80088832655637	11.3145489624072	"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"ko:K00036"	"f__Bacteroidaceae"	0.846153846153846	0.0514285714285715	1.11172565022914e-29	3.80088832655637	11.3145489624072	"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"ko:K03449"	"f__Bacteroidaceae"	0.788461538461539	0.0285714285714286	2.43392253911276e-29	4.37161843011092	11.2456157658289	"MFS.CP; MFS transporter, CP family, cyanate transporter"
"ko:K21739"	"f__Bacteroidaceae"	0.788461538461539	0.0285714285714286	2.43392253911276e-29	4.37161843011092	11.2456157658289	"rclA; probable pyridine nucleotide-disulfide oxidoreductase"
"ko:K06911"	"f__Bacteroidaceae"	0.826923076923077	0.0457142857142857	3.27397153262909e-29	3.9089758263046	11.2194236567901	"PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]"
"ko:K09793"	"f__Bacteroidaceae"	0.903846153846154	0.0914285714285714	4.8316942661165e-29	3.1714872052126	11.184951521238	"K09793; uncharacterized protein"
"ko:K08999"	"f__Bacteroidaceae"	1	0.188571428571429	5.64641347021032e-29	2.34662533208589	11.1711203723149	"K08999; uncharacterized protein"
"ko:K11927"	"f__Bacteroidaceae"	0.826923076923077	0.0514285714285715	1.79721650873347e-28	3.76811329046475	11.0678188674566	"rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]"
"ko:K19802"	"f__Bacteroidaceae"	0.884615384615385	0.0857142857142857	2.65798350467519e-28	3.22446139493196	11.0326884902385	"ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]"
"ko:K00332"	"f__Bacteroidaceae"	0.769230769230769	0.0285714285714286	3.29317826024075e-28	4.33644616055418	11.0134049222472	"nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]"
"ko:K08177"	"f__Bacteroidaceae"	0.788461538461539	0.04	1.15657662637991e-27	3.99722291532943	10.8996844684036	"oxlT; MFS transporter, OFA family, oxalate/formate antiporter"
"ko:K08723"	"f__Bacteroidaceae"	0.961538461538462	0.16	1.90431223664994e-27	2.51473636439612	10.8542172995651	"yjjG; pyrimidine 5'-nucleotidase [EC:3.1.3.-]"
"ko:K06213"	"f__Bacteroidaceae"	1	0.211428571428571	2.08742977297543e-27	2.18944199953516	10.8458254455087	"mgtE; magnesium transporter"
"ko:K01580"	"f__Bacteroidaceae"	0.788461538461539	0.0457142857142857	6.65958455339325e-27	3.84110371341215	10.7392322944129	"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
"ko:K01634"	"f__Bacteroidaceae"	0.788461538461539	0.0457142857142857	6.65958455339325e-27	3.84110371341215	10.7392322944129	"SGPL1, DPL1; sphinganine-1-phosphate aldolase [EC:4.1.2.27]"
"ko:K01843"	"f__Bacteroidaceae"	0.788461538461539	0.0457142857142857	6.65958455339325e-27	3.84110371341215	10.7392322944129	"kamA; lysine 2,3-aminomutase [EC:5.4.3.2]"
"ko:K02482"	"f__Bacteroidaceae"	0.788461538461539	0.0457142857142857	6.65958455339325e-27	3.84110371341215	10.7392322944129	"flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"
"ko:K01926"	"f__Bacteroidaceae"	0.980769230769231	0.194285714285714	1.23191456241237e-26	2.27796074525274	10.6822923481811	"rex; redox-sensing transcriptional repressor"
"ko:K07699"	"f__Bacteroidaceae"	0.0384615384615385	0.828571428571429	1.34721071046651e-26	-4.11302156569362	-10.6739854745431	"spo0A; two-component system, response regulator, stage 0 sporulation protein A"
"ko:K07078"	"f__Bacteroidaceae"	0.865384615384615	0.0914285714285714	1.75254056162493e-26	3.10945292671841	10.6495265781928	"K07078; uncharacterized protein"
"ko:K01734"	"f__Bacteroidaceae"	0.846153846153846	0.08	2.01697366655272e-26	3.24987315775856	10.6364360202378	"mgsA; methylglyoxal synthase [EC:4.2.3.3]"
"ko:K00833"	"f__Bacteroidaceae"	0.961538461538462	0.177142857142857	3.473370039226e-26	2.37613112616661	10.5856565757492	"bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"ko:K00520"	"f__Bacteroidaceae"	0.788461538461539	0.0514285714285714	3.47688940832001e-26	3.7002411775723	10.5855617371475	"merA; mercuric reductase [EC:1.16.1.1]"
"ko:K10001"	"f__Bacteroidaceae"	0.980769230769231	0.205714285714286	7.21463917398174e-26	2.19942734270605	10.5169836173588	"gltI, aatJ; glutamate/aspartate transport system substrate-binding protein"
"ko:K00616"	"f__Bacteroidaceae"	0.769230769230769	0.0457142857142857	8.32431115376618e-26	3.8059314438554	10.5034913780878	"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
"ko:K08314"	"f__Bacteroidaceae"	0.769230769230769	0.0457142857142857	8.32431115376618e-26	3.8059314438554	10.5034913780878	"fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"ko:K02481"	"f__Bacteroidaceae"	0.961538461538462	0.182857142857143	8.78148699356013e-26	2.33273853065323	10.4984448684839	"flgR; two-component system, NtrC family, response regulator"
"ko:K05367"	"f__Bacteroidaceae"	0.615384615384615	0	1.33001754312302e-25	5.96667182393394	10.4591799491377	"pbpC; penicillin-binding protein 1C [EC:2.4.1.129]"
"ko:K03651"	"f__Bacteroidaceae"	1	0.251428571428571	6.49272141597082e-25	1.94986656652536	10.3078656536477	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
"ko:K03568"	"f__Bacteroidaceae"	0.653846153846154	0.0114285714285714	6.95729662664464e-25	4.95324135748695	10.3012204347069	"tldD; TldD protein"
"ko:K01935"	"f__Bacteroidaceae"	0.942307692307692	0.177142857142857	1.05529017819678e-24	2.34728780159333	10.2610716600699	"bioD; dethiobiotin synthetase [EC:6.3.3.3]"
"ko:K09789"	"f__Bacteroidaceae"	0.942307692307692	0.177142857142857	1.05529017819678e-24	2.34728780159333	10.2610716600699	"bioG; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"ko:K11782"	"f__Bacteroidaceae"	0.961538461538462	0.2	1.27204689691596e-24	2.2098817828677	10.2430184200357	"mqnA; chorismate dehydratase [EC:4.2.1.151]"
"ko:K15461"	"f__Bacteroidaceae"	0.961538461538462	0.2	1.27204689691596e-24	2.2098817828677	10.2430184200357	"mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]"
"ko:K02124"	"f__Bacteroidaceae"	0.942307692307692	0.182857142857143	2.61801728483494e-24	2.30389520607995	10.1729700261848	"ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K"
"ko:K22300"	"f__Bacteroidaceae"	0.0192307692307692	0.765714285714286	4.56938511285691e-24	-4.72996567044426	-10.1185926302434	"dicA; HTH-type transcriptional regulator, cell division transcriptional repressor"
"ko:K03809"	"f__Bacteroidaceae"	0.653846153846154	0.0171428571428572	7.79550051036177e-24	4.61220443965188	10.0661698111742	"wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"ko:K09758"	"f__Bacteroidaceae"	0.730769230769231	0.0457142857142857	1.03370706886121e-23	3.73290497289772	10.0383675042015	"asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"ko:K20265"	"f__Bacteroidaceae"	0.730769230769231	0.0457142857142857	1.03370706886121e-23	3.73290497289772	10.0383675042015	"gadC; glutamate:GABA antiporter"
"ko:K11527"	"f__Bacteroidaceae"	0.826923076923077	0.0971428571428572	1.24240019858955e-23	2.96555935467097	10.020208938182	"K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"ko:K01070"	"f__Bacteroidaceae"	1	0.274285714285714	1.30842951661732e-23	1.82894178426575	10.0150898602381	"frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]"
"ko:K19003"	"f__Bacteroidaceae"	0.807692307692308	0.0857142857142857	1.34247678405993e-23	3.09475189498984	10.0125493904011	"mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]"
"ko:K03148"	"f__Bacteroidaceae"	0.961538461538462	0.217142857142857	1.58695286930035e-23	2.09667117241971	9.99598889198563	"thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]"
"ko:K11105"	"f__Bacteroidaceae"	1	0.28	2.69696696282343e-23	1.80023048762422	9.94331603805784	"cvrA, nhaP2; potassium/hydrogen antiporter"
"ko:K02039"	"f__Bacteroidaceae"	0.923076923076923	0.182857142857143	5.84855113471493e-23	2.27446344198619	9.86593750589237	"phoU; phosphate transport system protein"
"ko:K03976"	"f__Bacteroidaceae"	0.961538461538462	0.228571428571429	7.9205764899951e-23	2.02584983523001	9.83545878537084	"ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]"
"ko:K01207"	"f__Bacteroidaceae"	0.980769230769231	0.257142857142857	9.89346461095816e-23	1.89093762214349	9.81304749613918	"nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]"
"ko:K01251"	"f__Bacteroidaceae"	0.673076923076923	0.0342857142857143	3.24123448621511e-22	3.94713475987974	9.69261443703346	"AHCY, ahcY; adenosylhomocysteinase [EC:3.13.2.1]"
"ko:K06885"	"f__Bacteroidaceae"	0.980769230769231	0.268571428571428	4.28530491381812e-22	1.83050176828152	9.66406128086746	"K06885; uncharacterized protein"
"ko:K11381"	"f__Bacteroidaceae"	0.615384615384615	0.0171428571428572	6.34711494231192e-22	4.52609923254795	9.62375453475413	"bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]"
"ko:K07010"	"f__Bacteroidaceae"	0.384615384615385	0.982857142857143	6.34711494231193e-22	-1.3311389480873	-9.62375453475413	"K07010; putative glutamine amidotransferase"
"ko:K02117"	"f__Bacteroidaceae"	0.903846153846154	0.182857142857143	1.04398810660637e-21	2.24441872766645	9.57245293904206	"ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]"
"ko:K01012"	"f__Bacteroidaceae"	0.961538461538462	0.251428571428572	1.6790983476508e-21	1.89385428942002	9.52321047128326	"bioB; biotin synthase [EC:2.8.1.6]"
"ko:K01415"	"f__Bacteroidaceae"	0.0192307692307692	0.72	1.77652685184801e-21	-4.64233676357752	-9.51734924294972	"ECE; endothelin-converting enzyme [EC:3.4.24.71]"
"ko:K08678"	"f__Bacteroidaceae"	0.846153846153846	0.137142857142857	1.83950541496857e-21	2.54065255407525	9.51372739418616	"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"
"ko:K02169"	"f__Bacteroidaceae"	0.942307692307692	0.228571428571429	2.03664908861762e-21	1.99700651065672	9.50313484965457	"bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]"
"ko:K02453"	"f__Bacteroidaceae"	0.942307692307692	0.228571428571429	2.03664908861762e-21	1.99700651065672	9.50313484965457	"gspD; general secretion pathway protein D"
"ko:K03778"	"f__Bacteroidaceae"	0.865384615384615	0.154285714285714	2.52227457001599e-21	2.41370999527872	9.48084694192805	"ldhA; D-lactate dehydrogenase [EC:1.1.1.28]"
"ko:K02118"	"f__Bacteroidaceae"	0.884615384615385	0.171428571428571	2.77223614578425e-21	2.30186589861756	9.47098254745531	"ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"
"ko:K02120"	"f__Bacteroidaceae"	0.884615384615385	0.171428571428571	2.77223614578425e-21	2.30186589861756	9.47098254745531	"ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D"
"ko:K01654"	"f__Bacteroidaceae"	0.75	0.08	4.71939181489182e-21	3.07800251200127	9.4152541691331	"neuB, nnaB; N-acetylneuraminate synthase [EC:2.5.1.56]"
"ko:K08961"	"f__Bacteroidaceae"	0.865384615384615	0.16	6.28671962643624e-21	2.36438228291515	9.38508251509963	"K08961; chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]"
"ko:K02123"	"f__Bacteroidaceae"	0.884615384615385	0.177142857142857	6.61939823104746e-21	2.25712758385228	9.3796469784285	"ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I"
"ko:K12343"	"f__Bacteroidaceae"	0.884615384615385	0.177142857142857	6.61939823104746e-21	2.25712758385228	9.3796469784285	"SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]"
"ko:K11065"	"f__Bacteroidaceae"	0.961538461538462	0.262857142857143	7.18189148749804e-21	1.83212529966832	9.37104351534639	"tpx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]"
"ko:K01096"	"f__Bacteroidaceae"	0.673076923076923	0.0457142857142857	8.67587331070183e-21	3.61592885140437	9.35107820226105	"pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.6.1.75 3.1.3.4 3.6.1.27]"
"ko:K01425"	"f__Bacteroidaceae"	0.846153846153846	0.148571428571429	1.23584555996622e-20	2.43273721490837	9.31358868307249	"glsA, GLS; glutaminase [EC:3.5.1.2]"
"ko:K18138"	"f__Bacteroidaceae"	0.942307692307692	0.245714285714286	1.94268522587955e-20	1.89689502586652	9.26544336747019	"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump"
"ko:K01241"	"f__Bacteroidaceae"	0.961538461538461	0.274285714285714	2.93658528394009e-20	1.77292950716042	9.22124930956214	"amn; AMP nucleosidase [EC:3.2.2.4]"
"ko:K09790"	"f__Bacteroidaceae"	0.846153846153846	0.154285714285714	3.08863223909605e-20	2.3816630303141	9.21583557740532	"K09790; uncharacterized protein"
"ko:K22253"	"f__Bacteroidaceae"	0	0.657142857142857	4.1298974052135e-20	-6.05992381765206	-9.18461820467596	"mta; glucan 1,4-alpha-maltotetraohydrolase [EC:3.2.1.60]"
"ko:K00658"	"f__Bacteroidaceae"	0.576923076923077	0.0171428571428572	4.29576534637932e-20	4.43452693730746	9.1803790679439	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"ko:K09699"	"f__Bacteroidaceae"	0.576923076923077	0.0171428571428572	4.29576534637932e-20	4.43452693730746	9.1803790679439	"DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]"
"ko:K11645"	"f__Bacteroidaceae"	0.730769230769231	0.08	4.35398573775917e-20	3.04102726826006	9.17892938665914	"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"ko:K01244"	"f__Bacteroidaceae"	0.346153846153846	0.954285714285714	7.27268284385396e-20	-1.43696010476145	-9.12351441022781	"MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]"
"ko:K06894"	"f__Bacteroidaceae"	0.692307692307692	0.0628571428571429	7.35261591015093e-20	3.26896091192924	9.12233013649423	"yfhM; alpha-2-macroglobulin"
"ko:K02614"	"f__Bacteroidaceae"	0.923076923076923	0.234285714285714	8.27453793019057e-20	1.93342652415112	9.10952245418454	"paaI; acyl-CoA thioesterase [EC:3.1.2.-]"
"ko:K15772"	"f__Bacteroidaceae"	0.923076923076923	0.234285714285714	8.27453793019057e-20	1.93342652415112	9.10952245418454	"ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
"ko:K01433"	"f__Bacteroidaceae"	0.865384615384615	0.177142857142857	8.57610182707466e-20	2.22577704468564	9.10563782362865	"purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]"
"ko:K22347"	"f__Bacteroidaceae"	0.865384615384615	0.177142857142857	8.57610182707466e-20	2.22577704468564	9.10563782362865	"nox; 4,4'-dithiodibutanoate disulfide reductase [EC:1.8.1.20]"
"ko:K07192"	"f__Bacteroidaceae"	0.980769230769231	0.314285714285714	9.97319204420385e-20	1.61128359474021	9.08924199071721	"FLOT; flotillin"
"ko:K04034"	"f__Bacteroidaceae"	0.884615384615385	0.2	1.79141472261472e-19	2.09087824055337	9.02533801126578	"bchE; anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]"
"ko:K02119"	"f__Bacteroidaceae"	0.846153846153846	0.165714285714286	1.80408529542151e-19	2.28463857591923	9.02456631514577	"ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"
"ko:K02121"	"f__Bacteroidaceae"	0.846153846153846	0.165714285714286	1.80408529542151e-19	2.28463857591923	9.02456631514577	"ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E"
"ko:K06977"	"f__Bacteroidaceae"	0	0.645714285714286	2.17174509769663e-19	-6.0349954213562	-9.00423503703977	"K06977; uncharacterized protein"
"ko:K07257"	"f__Bacteroidaceae"	0.538461538461539	0.0114285714285714	2.69280428540009e-19	4.67778287475188	8.98060561494915	"spsF; spore coat polysaccharide biosynthesis protein SpsF"
"ko:K05595"	"f__Bacteroidaceae"	0.980769230769231	0.325714285714286	3.55257108599997e-19	1.56131513546613	8.95006996714682	"marC; multiple antibiotic resistance protein"
"ko:K21741"	"f__Bacteroidaceae"	0.730769230769231	0.0914285714285714	4.41442192524469e-19	2.86856007225529	8.9260622376162	"rclC; reactive chlorine resistance protein C"
"ko:K03113"	"f__Bacteroidaceae"	0.942307692307692	0.274285714285714	6.54372645050013e-19	1.74408618258713	8.882392855181	"EIF1, SUI1; translation initiation factor 1"
"ko:K13652"	"f__Bacteroidaceae"	0.769230769230769	0.12	1.08252445365093e-18	2.58353902251895	8.826241188936	"K13652; AraC family transcriptional regulator"
"ko:K06143"	"f__Bacteroidaceae"	0.5	0.00571428571428571	1.15989466200715e-18	5.0203486453918	8.81851326492983	"creD; inner membrane protein"
"ko:K07173"	"f__Bacteroidaceae"	0.346153846153846	0.942857142857143	1.25338396338315e-18	-1.41975936400784	-8.80982766787406	"luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"ko:K03406"	"f__Bacteroidaceae"	0.923076923076923	0.257142857142857	1.44434926260883e-18	1.80438457914939	8.79391650417852	"mcp; methyl-accepting chemotaxis protein"
"ko:K00666"	"f__Bacteroidaceae"	0.961538461538461	0.308571428571429	1.57208771639832e-18	1.60865422778376	8.78439469774236	"K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]"
"ko:K01436"	"f__Bacteroidaceae"	1	0.377142857142857	2.15996223777211e-18	1.38341736345553	8.74861027801154	"yhaA; amidohydrolase [EC:3.5.1.-]"
"ko:K01439"	"f__Bacteroidaceae"	1	0.377142857142857	2.15996223777211e-18	1.38341736345553	8.74861027801154	"dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]"
"ko:K01849"	"f__Bacteroidaceae"	1	0.377142857142857	2.15996223777211e-18	1.38341736345553	8.74861027801154	"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"
"ko:K19050"	"f__Bacteroidaceae"	0.557692307692308	0.0228571428571428	2.42281222268378e-18	4.1108302539199	8.73563963141015	"hepA; heparin lyase [EC:4.2.2.7]"
"ko:K00180"	"f__Bacteroidaceae"	0.942307692307692	0.285714285714286	2.47590406830198e-18	1.68722384563145	8.7331892056013	"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"ko:K01912"	"f__Bacteroidaceae"	0.980769230769231	0.342857142857143	2.71177986985643e-18	1.48946485044645	8.72289488719927	"paaK; phenylacetate-CoA ligase [EC:6.2.1.30]"
"ko:K03558"	"f__Bacteroidaceae"	0.980769230769231	0.342857142857143	2.71177986985643e-18	1.48946485044645	8.72289488719927	"cvpA; membrane protein required for colicin V production"
"ko:K07714"	"f__Bacteroidaceae"	0.730769230769231	0.102857142857143	3.77065105995487e-18	2.71452644358287	8.68550450298234	"atoC; two-component system, NtrC family, response regulator AtoC"
"ko:K03644"	"f__Bacteroidaceae"	0.980769230769231	0.348571428571428	4.34673079883182e-18	1.46628852808036	8.66932932112295	"lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]"
"ko:K14447"	"f__Bacteroidaceae"	0.980769230769231	0.348571428571429	4.34673079883182e-18	1.46628852808036	8.66932932112295	"ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]"
"ko:K03394"	"f__Bacteroidaceae"	0.615384615384615	0.0457142857142857	4.35667232167322e-18	3.48862452712929	8.66906917518769	"cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"
"ko:K22044"	"f__Bacteroidaceae"	0.961538461538462	0.32	5.50214511022012e-18	1.55780508628801	8.64244747592152	"ybiO; moderate conductance mechanosensitive channel"
"ko:K01847"	"f__Bacteroidaceae"	0.980769230769231	0.354285714285714	7.53200686155698e-18	1.44347864517227	8.60650773577247	"MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]"
"ko:K18239"	"f__Bacteroidaceae"	0.480769230769231	0.00571428571428572	8.31853264006293e-18	4.96489619904408	8.59510965164045	"fkbO, rapK; chorismatase [EC:3.3.2.13]"
"ko:K18240"	"f__Bacteroidaceae"	0.480769230769231	0.00571428571428572	8.31853264006293e-18	4.96489619904408	8.59510965164045	"xanB2; chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]"
"ko:K08941"	"f__Bacteroidaceae"	0.942307692307692	0.297142857142857	9.00307013342339e-18	1.63251795354132	8.58602421424519	"pscB; photosystem P840 reaction center iron-sulfur protein"
"ko:K01546"	"f__Bacteroidaceae"	0.711538461538461	0.0971428571428572	1.05277078357546e-17	2.75154062593601	8.56802266678202	"kdpA; potassium-transporting ATPase potassium-binding subunit"
"ko:K03892"	"f__Bacteroidaceae"	0.788461538461539	0.148571428571429	1.23234990728728e-17	2.33209006592429	8.54986272661649	"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"
"ko:K00179"	"f__Bacteroidaceae"	0.942307692307692	0.302857142857143	1.69259194484085e-17	1.6059237435296	8.51315799768132	"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"ko:K13832"	"f__Bacteroidaceae"	0.519230769230769	0.0171428571428572	1.74966130337026e-17	4.28525244517502	8.50931352967543	"aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"ko:K07101"	"f__Bacteroidaceae"	0.442307692307692	0	1.87235139300693e-17	5.49923262669527	8.50145116780732	"K07101; uncharacterized protein"
"ko:K21750"	"f__Bacteroidaceae"	0.442307692307692	0	1.87235139300693e-17	5.49923262669527	8.50145116780732	"E2.7.7.92; 3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.92]"
"ko:K04047"	"f__Bacteroidaceae"	0.846153846153846	0.2	2.25184053416318e-17	2.02748073642211	8.48000510862708	"dps; starvation-inducible DNA-binding protein"
"ko:K03763"	"f__Bacteroidaceae"	0.980769230769231	0.365714285714286	2.77135563670415e-17	1.39891309273883	8.45581885171486	"polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
"ko:K13007"	"f__Bacteroidaceae"	0.692307692307692	0.0914285714285713	2.77236101498484e-17	2.79163913439605	8.45577653334686	"wbpL; glycosyltransferase WbpL [EC:2.4.1.-]"
"ko:K06973"	"f__Bacteroidaceae"	0.961538461538462	0.337142857142857	3.53316997343836e-17	1.48474162409828	8.42743746111065	"K06973; uncharacterized protein"
"ko:K19271"	"f__Bacteroidaceae"	0.961538461538462	0.337142857142857	3.53316997343836e-17	1.48474162409828	8.42743746111065	"catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]"
"ko:K03704"	"f__Bacteroidaceae"	0.769230769230769	0.142857142857143	4.31837163917831e-17	2.3498666763165	8.4039144957492	"cspA; cold shock protein"
"ko:K01163"	"f__Bacteroidaceae"	0.980769230769231	0.371428571428571	4.4040247729234e-17	1.37713615034358	8.40160890424805	"K01163; uncharacterized protein"
